id, restaurantId, dateTime 
174,11,2020-02-20T20:45:00.000Z
175,11,2020-02-20T22:15:00.000Z
176,11,2020-02-20T23:00:00.000Z
177,11,2020-02-21T02:00:00.000Z
178,11,2020-02-21T02:45:00.000Z
179,11,2020-02-21T05:00:00.000Z
180,11,2020-02-21T05:45:00.000Z
181,12,2020-02-20T11:00:00.000Z
182,12,2020-02-20T11:45:00.000Z
183,12,2020-02-20T12:30:00.000Z
184,12,2020-02-20T13:15:00.000Z
185,12,2020-02-20T14:00:00.000Z
186,12,2020-02-20T16:15:00.000Z
187,12,2020-02-20T17:00:00.000Z
188,12,2020-02-20T18:30:00.000Z
189,12,2020-02-20T19:15:00.000Z
190,12,2020-02-20T20:00:00.000Z
191,12,2020-02-20T23:00:00.000Z
192,12,2020-02-21T00:30:00.000Z
193,12,2020-02-21T01:15:00.000Z
194,12,2020-02-21T02:45:00.000Z
195,12,2020-02-21T05:00:00.000Z
196,12,2020-02-21T06:30:00.000Z
197,13,2020-02-20T08:45:00.000Z
198,13,2020-02-20T09:30:00.000Z
199,13,2020-02-20T10:15:00.000Z
200,13,2020-02-20T14:00:00.000Z
201,13,2020-02-20T15:30:00.000Z
202,13,2020-02-20T17:45:00.000Z
203,13,2020-02-20T19:15:00.000Z
204,13,2020-02-20T21:30:00.000Z
205,13,2020-02-20T23:00:00.000Z
206,13,2020-02-21T00:30:00.000Z
207,13,2020-02-21T01:15:00.000Z
208,13,2020-02-21T06:30:00.000Z
209,14,2020-02-20T08:45:00.000Z
210,14,2020-02-20T09:30:00.000Z
211,14,2020-02-20T11:00:00.000Z
212,14,2020-02-20T12:30:00.000Z
213,14,2020-02-20T13:15:00.000Z
214,14,2020-02-20T16:15:00.000Z
215,14,2020-02-20T19:15:00.000Z
216,14,2020-02-20T20:00:00.000Z
217,14,2020-02-20T22:15:00.000Z
218,14,2020-02-20T23:45:00.000Z
219,14,2020-02-21T00:30:00.000Z
220,14,2020-02-21T03:30:00.000Z
221,14,2020-02-21T05:00:00.000Z
222,14,2020-02-21T05:45:00.000Z
223,15,2020-02-20T08:45:00.000Z
224,15,2020-02-20T11:00:00.000Z
225,15,2020-02-20T13:15:00.000Z
226,15,2020-02-20T14:00:00.000Z
227,15,2020-02-20T15:30:00.000Z
228,15,2020-02-20T16:15:00.000Z
229,15,2020-02-20T17:00:00.000Z
230,15,2020-02-20T18:30:00.000Z
231,15,2020-02-20T20:00:00.000Z
232,15,2020-02-20T20:45:00.000Z
233,15,2020-02-20T21:30:00.000Z
234,15,2020-02-20T22:15:00.000Z
235,15,2020-02-20T23:00:00.000Z
236,15,2020-02-20T23:45:00.000Z
237,15,2020-02-21T01:15:00.000Z
238,15,2020-02-21T02:45:00.000Z
239,15,2020-02-21T04:15:00.000Z
240,15,2020-02-21T05:00:00.000Z
241,15,2020-02-21T05:45:00.000Z
242,15,2020-02-21T06:30:00.000Z
243,16,2020-02-20T08:45:00.000Z
244,16,2020-02-20T14:45:00.000Z
245,16,2020-02-20T17:45:00.000Z
246,16,2020-02-20T19:15:00.000Z
247,16,2020-02-20T20:00:00.000Z
248,16,2020-02-20T23:00:00.000Z
249,16,2020-02-21T01:15:00.000Z
250,16,2020-02-21T04:15:00.000Z
251,16,2020-02-21T05:00:00.000Z
252,16,2020-02-21T06:30:00.000Z
253,17,2020-02-20T08:45:00.000Z
254,17,2020-02-20T09:30:00.000Z
255,17,2020-02-20T10:15:00.000Z
256,17,2020-02-20T11:00:00.000Z
257,17,2020-02-20T15:30:00.000Z
258,17,2020-02-20T17:00:00.000Z
259,17,2020-02-20T18:30:00.000Z
260,17,2020-02-20T19:15:00.000Z
261,17,2020-02-20T20:00:00.000Z
262,17,2020-02-20T21:30:00.000Z
263,17,2020-02-20T22:15:00.000Z
264,17,2020-02-21T00:30:00.000Z
265,17,2020-02-21T01:15:00.000Z
266,17,2020-02-21T02:00:00.000Z
267,17,2020-02-21T02:45:00.000Z
268,17,2020-02-21T05:00:00.000Z
269,18,2020-02-20T10:15:00.000Z
270,18,2020-02-20T12:30:00.000Z
271,18,2020-02-20T14:00:00.000Z
272,18,2020-02-20T14:45:00.000Z
273,18,2020-02-20T15:30:00.000Z
274,18,2020-02-20T20:00:00.000Z
275,18,2020-02-20T20:45:00.000Z
276,18,2020-02-20T21:30:00.000Z
277,18,2020-02-20T22:15:00.000Z
278,18,2020-02-20T23:45:00.000Z
279,18,2020-02-21T01:15:00.000Z
280,18,2020-02-21T02:00:00.000Z
281,18,2020-02-21T05:00:00.000Z
282,18,2020-02-21T05:45:00.000Z
283,18,2020-02-21T06:30:00.000Z
284,19,2020-02-20T08:45:00.000Z
285,19,2020-02-20T10:15:00.000Z
286,19,2020-02-20T11:00:00.000Z
287,19,2020-02-20T15:30:00.000Z
288,19,2020-02-20T17:45:00.000Z
289,19,2020-02-20T19:15:00.000Z
290,19,2020-02-20T20:45:00.000Z
291,19,2020-02-20T21:30:00.000Z
292,19,2020-02-20T22:15:00.000Z
293,19,2020-02-20T23:00:00.000Z
294,19,2020-02-21T04:15:00.000Z
295,19,2020-02-21T05:00:00.000Z
296,20,2020-02-20T09:30:00.000Z
297,20,2020-02-20T10:15:00.000Z
298,20,2020-02-20T14:00:00.000Z
299,20,2020-02-20T14:45:00.000Z
300,20,2020-02-20T16:15:00.000Z
301,20,2020-02-20T17:00:00.000Z
302,20,2020-02-20T18:30:00.000Z
303,20,2020-02-20T20:45:00.000Z
304,20,2020-02-20T21:30:00.000Z
305,20,2020-02-20T22:15:00.000Z
306,20,2020-02-20T23:45:00.000Z
307,20,2020-02-21T00:30:00.000Z
308,20,2020-02-21T01:15:00.000Z
309,20,2020-02-21T05:45:00.000Z
310,21,2020-02-20T08:45:00.000Z
311,21,2020-02-20T09:30:00.000Z
312,21,2020-02-20T10:15:00.000Z
313,21,2020-02-20T11:00:00.000Z
314,21,2020-02-20T12:30:00.000Z
315,21,2020-02-20T17:00:00.000Z
316,21,2020-02-20T17:45:00.000Z
317,21,2020-02-20T18:30:00.000Z
318,21,2020-02-20T20:45:00.000Z
319,21,2020-02-20T21:30:00.000Z
320,21,2020-02-20T22:15:00.000Z
321,21,2020-02-20T23:00:00.000Z
322,21,2020-02-20T23:45:00.000Z
323,21,2020-02-21T01:15:00.000Z
324,21,2020-02-21T02:00:00.000Z
325,21,2020-02-21T04:15:00.000Z
326,22,2020-02-20T08:45:00.000Z
327,22,2020-02-20T10:15:00.000Z
328,22,2020-02-20T13:15:00.000Z
329,22,2020-02-20T14:00:00.000Z
330,22,2020-02-20T16:15:00.000Z
331,22,2020-02-20T17:00:00.000Z
332,22,2020-02-20T17:45:00.000Z
333,22,2020-02-20T20:00:00.000Z
334,22,2020-02-20T20:45:00.000Z
335,22,2020-02-21T01:15:00.000Z
336,22,2020-02-21T02:45:00.000Z
337,22,2020-02-21T05:00:00.000Z
338,22,2020-02-21T05:45:00.000Z
339,23,2020-02-20T08:45:00.000Z
340,23,2020-02-20T09:30:00.000Z
341,23,2020-02-20T11:00:00.000Z
342,23,2020-02-20T12:30:00.000Z
343,23,2020-02-20T13:15:00.000Z
344,23,2020-02-20T14:00:00.000Z
345,23,2020-02-20T17:45:00.000Z
346,23,2020-02-20T18:30:00.000Z
347,23,2020-02-20T23:00:00.000Z
348,23,2020-02-20T23:45:00.000Z
349,23,2020-02-21T00:30:00.000Z
350,23,2020-02-21T01:15:00.000Z
351,23,2020-02-21T02:45:00.000Z
352,23,2020-02-21T03:30:00.000Z
353,23,2020-02-21T04:15:00.000Z
354,23,2020-02-21T05:00:00.000Z
355,23,2020-02-21T06:30:00.000Z
356,24,2020-02-20T10:15:00.000Z
357,24,2020-02-20T18:30:00.000Z
358,24,2020-02-20T20:00:00.000Z
359,24,2020-02-20T21:30:00.000Z
360,24,2020-02-20T22:15:00.000Z
361,24,2020-02-20T23:00:00.000Z
362,24,2020-02-20T23:45:00.000Z
363,24,2020-02-21T02:45:00.000Z
364,24,2020-02-21T04:15:00.000Z
365,25,2020-02-20T08:45:00.000Z
366,25,2020-02-20T10:15:00.000Z
367,25,2020-02-20T12:30:00.000Z
368,25,2020-02-20T14:00:00.000Z
369,25,2020-02-20T14:45:00.000Z
370,25,2020-02-20T17:00:00.000Z
371,25,2020-02-20T20:00:00.000Z
372,25,2020-02-20T23:00:00.000Z
373,25,2020-02-20T23:45:00.000Z
374,25,2020-02-21T02:45:00.000Z
375,25,2020-02-21T03:30:00.000Z
376,25,2020-02-21T05:00:00.000Z
377,25,2020-02-21T06:30:00.000Z
378,26,2020-02-20T10:15:00.000Z
379,26,2020-02-20T11:00:00.000Z
380,26,2020-02-20T11:45:00.000Z
381,26,2020-02-20T12:30:00.000Z
382,26,2020-02-20T20:45:00.000Z
383,26,2020-02-20T21:30:00.000Z
384,26,2020-02-20T22:15:00.000Z
385,26,2020-02-20T23:45:00.000Z
386,26,2020-02-21T01:15:00.000Z
387,26,2020-02-21T05:45:00.000Z
388,26,2020-02-21T06:30:00.000Z
389,27,2020-02-20T08:45:00.000Z
390,27,2020-02-20T10:15:00.000Z
391,27,2020-02-20T11:00:00.000Z
392,27,2020-02-20T12:30:00.000Z
393,27,2020-02-20T13:15:00.000Z
394,27,2020-02-20T14:45:00.000Z
395,27,2020-02-20T15:30:00.000Z
396,27,2020-02-20T16:15:00.000Z
397,27,2020-02-20T18:30:00.000Z
398,27,2020-02-20T20:45:00.000Z
399,27,2020-02-20T21:30:00.000Z
400,27,2020-02-20T22:15:00.000Z
401,27,2020-02-20T23:00:00.000Z
402,27,2020-02-21T00:30:00.000Z
403,27,2020-02-21T01:15:00.000Z
404,27,2020-02-21T02:00:00.000Z
405,27,2020-02-21T02:45:00.000Z
406,28,2020-02-20T09:30:00.000Z
407,28,2020-02-20T11:00:00.000Z
408,28,2020-02-20T12:30:00.000Z
409,28,2020-02-20T15:30:00.000Z
410,28,2020-02-20T16:15:00.000Z
411,28,2020-02-20T17:45:00.000Z
412,28,2020-02-20T21:30:00.000Z
413,28,2020-02-20T23:45:00.000Z
414,28,2020-02-21T01:15:00.000Z
415,28,2020-02-21T02:00:00.000Z
416,28,2020-02-21T02:45:00.000Z
417,28,2020-02-21T04:15:00.000Z
418,28,2020-02-21T05:00:00.000Z
419,28,2020-02-21T06:30:00.000Z
420,29,2020-02-20T10:15:00.000Z
421,29,2020-02-20T11:45:00.000Z
422,29,2020-02-20T13:15:00.000Z
423,29,2020-02-20T14:00:00.000Z
424,29,2020-02-20T14:45:00.000Z
425,29,2020-02-20T15:30:00.000Z
426,29,2020-02-20T17:45:00.000Z
427,29,2020-02-20T19:15:00.000Z
428,29,2020-02-20T20:00:00.000Z
429,29,2020-02-20T20:45:00.000Z
430,29,2020-02-20T22:15:00.000Z
431,29,2020-02-21T03:30:00.000Z
432,29,2020-02-21T05:00:00.000Z
433,30,2020-02-20T08:45:00.000Z
434,30,2020-02-20T09:30:00.000Z
435,30,2020-02-20T10:15:00.000Z
436,30,2020-02-20T11:00:00.000Z
437,30,2020-02-20T11:45:00.000Z
438,30,2020-02-20T12:30:00.000Z
439,30,2020-02-20T13:15:00.000Z
440,30,2020-02-20T14:00:00.000Z
441,30,2020-02-20T15:30:00.000Z
442,30,2020-02-20T16:15:00.000Z
443,30,2020-02-20T17:45:00.000Z
444,30,2020-02-20T19:15:00.000Z
445,30,2020-02-20T20:00:00.000Z
446,30,2020-02-20T21:30:00.000Z
447,30,2020-02-20T22:15:00.000Z
448,30,2020-02-21T00:30:00.000Z
449,30,2020-02-21T01:15:00.000Z
450,30,2020-02-21T02:00:00.000Z
451,30,2020-02-21T04:15:00.000Z
452,30,2020-02-21T06:30:00.000Z
453,31,2020-02-20T10:15:00.000Z
454,31,2020-02-20T11:45:00.000Z
455,31,2020-02-20T12:30:00.000Z
456,31,2020-02-20T15:30:00.000Z
457,31,2020-02-20T17:00:00.000Z
458,31,2020-02-20T18:30:00.000Z
459,31,2020-02-20T19:15:00.000Z
460,31,2020-02-20T20:00:00.000Z
461,31,2020-02-20T21:30:00.000Z
462,31,2020-02-21T00:30:00.000Z
463,31,2020-02-21T01:15:00.000Z
464,31,2020-02-21T03:30:00.000Z
465,31,2020-02-21T05:00:00.000Z
466,31,2020-02-21T06:30:00.000Z
467,32,2020-02-20T08:45:00.000Z
468,32,2020-02-20T14:00:00.000Z
469,32,2020-02-20T14:45:00.000Z
470,32,2020-02-20T15:30:00.000Z
471,32,2020-02-20T17:00:00.000Z
472,32,2020-02-20T18:30:00.000Z
473,32,2020-02-20T19:15:00.000Z
474,32,2020-02-20T23:00:00.000Z
475,32,2020-02-21T01:15:00.000Z
476,33,2020-02-20T08:45:00.000Z
477,33,2020-02-20T09:30:00.000Z
478,33,2020-02-20T10:15:00.000Z
479,33,2020-02-20T11:00:00.000Z
480,33,2020-02-20T13:15:00.000Z
481,33,2020-02-20T14:00:00.000Z
482,33,2020-02-20T14:45:00.000Z
483,33,2020-02-20T15:30:00.000Z
484,33,2020-02-20T17:00:00.000Z
485,33,2020-02-20T17:45:00.000Z
486,33,2020-02-20T20:00:00.000Z
487,33,2020-02-20T21:30:00.000Z
488,33,2020-02-20T23:00:00.000Z
489,33,2020-02-20T23:45:00.000Z
490,33,2020-02-21T00:30:00.000Z
491,33,2020-02-21T01:15:00.000Z
492,33,2020-02-21T02:00:00.000Z
493,33,2020-02-21T02:45:00.000Z
494,33,2020-02-21T05:45:00.000Z
495,33,2020-02-21T06:30:00.000Z
496,34,2020-02-20T09:30:00.000Z
497,34,2020-02-20T10:15:00.000Z
498,34,2020-02-20T11:00:00.000Z
499,34,2020-02-20T11:45:00.000Z
500,34,2020-02-20T12:30:00.000Z
501,34,2020-02-20T16:15:00.000Z
502,34,2020-02-20T17:00:00.000Z
503,34,2020-02-20T22:15:00.000Z
504,34,2020-02-21T00:30:00.000Z
505,34,2020-02-21T02:00:00.000Z
506,34,2020-02-21T03:30:00.000Z
507,34,2020-02-21T04:15:00.000Z
508,34,2020-02-21T05:00:00.000Z
509,34,2020-02-21T05:45:00.000Z
510,34,2020-02-21T06:30:00.000Z
511,35,2020-02-20T08:45:00.000Z
512,35,2020-02-20T09:30:00.000Z
513,35,2020-02-20T11:00:00.000Z
514,35,2020-02-20T13:15:00.000Z
515,35,2020-02-20T14:45:00.000Z
516,35,2020-02-20T17:45:00.000Z
517,35,2020-02-20T20:00:00.000Z
518,35,2020-02-20T20:45:00.000Z
519,35,2020-02-20T23:45:00.000Z
520,35,2020-02-21T01:15:00.000Z
521,36,2020-02-20T08:45:00.000Z
522,36,2020-02-20T09:30:00.000Z
523,36,2020-02-20T10:15:00.000Z
524,36,2020-02-20T11:45:00.000Z
525,36,2020-02-20T13:15:00.000Z
526,36,2020-02-20T14:00:00.000Z
527,36,2020-02-20T14:45:00.000Z
528,36,2020-02-20T17:45:00.000Z
529,36,2020-02-20T19:15:00.000Z
530,36,2020-02-20T23:45:00.000Z
531,36,2020-02-21T02:45:00.000Z
532,36,2020-02-21T03:30:00.000Z
533,36,2020-02-21T04:15:00.000Z
534,36,2020-02-21T05:00:00.000Z
535,36,2020-02-21T05:45:00.000Z
536,36,2020-02-21T06:30:00.000Z
537,37,2020-02-20T08:45:00.000Z
538,37,2020-02-20T09:30:00.000Z
539,37,2020-02-20T10:15:00.000Z
540,37,2020-02-20T11:00:00.000Z
541,37,2020-02-20T12:30:00.000Z
542,37,2020-02-20T13:15:00.000Z
543,37,2020-02-20T14:45:00.000Z
544,37,2020-02-20T19:15:00.000Z
545,37,2020-02-20T21:30:00.000Z
546,37,2020-02-20T22:15:00.000Z
547,37,2020-02-20T23:00:00.000Z
548,37,2020-02-21T01:15:00.000Z
549,37,2020-02-21T02:45:00.000Z
550,37,2020-02-21T03:30:00.000Z
551,37,2020-02-21T04:15:00.000Z
552,37,2020-02-21T05:00:00.000Z
553,38,2020-02-20T10:15:00.000Z
554,38,2020-02-20T14:45:00.000Z
555,38,2020-02-20T17:00:00.000Z
556,38,2020-02-20T19:15:00.000Z
557,38,2020-02-20T20:00:00.000Z
558,38,2020-02-20T21:30:00.000Z
559,38,2020-02-20T22:15:00.000Z
560,38,2020-02-20T23:00:00.000Z
561,38,2020-02-21T00:30:00.000Z
562,38,2020-02-21T01:15:00.000Z
563,38,2020-02-21T02:00:00.000Z
564,38,2020-02-21T03:30:00.000Z
565,38,2020-02-21T04:15:00.000Z
566,38,2020-02-21T05:00:00.000Z
567,38,2020-02-21T05:45:00.000Z
568,39,2020-02-20T08:45:00.000Z
569,39,2020-02-20T11:00:00.000Z
570,39,2020-02-20T12:30:00.000Z
571,39,2020-02-20T13:15:00.000Z
572,39,2020-02-20T14:00:00.000Z
573,39,2020-02-20T14:45:00.000Z
574,39,2020-02-20T15:30:00.000Z
575,39,2020-02-20T16:15:00.000Z
576,39,2020-02-20T18:30:00.000Z
577,39,2020-02-20T20:00:00.000Z
578,39,2020-02-20T20:45:00.000Z
579,39,2020-02-20T22:15:00.000Z
580,39,2020-02-21T01:15:00.000Z
581,39,2020-02-21T02:00:00.000Z
582,39,2020-02-21T02:45:00.000Z
583,39,2020-02-21T03:30:00.000Z
584,39,2020-02-21T05:00:00.000Z
585,40,2020-02-20T09:30:00.000Z
586,40,2020-02-20T13:15:00.000Z
587,40,2020-02-20T14:45:00.000Z
588,40,2020-02-20T17:00:00.000Z
589,40,2020-02-20T19:15:00.000Z
590,40,2020-02-20T21:30:00.000Z
591,40,2020-02-20T23:00:00.000Z
592,40,2020-02-20T23:45:00.000Z
593,40,2020-02-21T01:15:00.000Z
594,40,2020-02-21T02:00:00.000Z
595,40,2020-02-21T02:45:00.000Z
596,40,2020-02-21T03:30:00.000Z
597,40,2020-02-21T04:15:00.000Z
598,40,2020-02-21T05:00:00.000Z
599,40,2020-02-21T05:45:00.000Z
600,41,2020-02-20T08:45:00.000Z
601,41,2020-02-20T09:30:00.000Z
602,41,2020-02-20T11:00:00.000Z
603,41,2020-02-20T12:30:00.000Z
604,41,2020-02-20T14:45:00.000Z
605,41,2020-02-20T16:15:00.000Z
606,41,2020-02-20T17:45:00.000Z
607,41,2020-02-20T18:30:00.000Z
608,41,2020-02-20T19:15:00.000Z
609,41,2020-02-20T20:45:00.000Z
610,41,2020-02-20T22:15:00.000Z
611,41,2020-02-20T23:00:00.000Z
612,41,2020-02-20T23:45:00.000Z
613,41,2020-02-21T00:30:00.000Z
614,41,2020-02-21T01:15:00.000Z
615,41,2020-02-21T02:00:00.000Z
616,41,2020-02-21T05:00:00.000Z
617,41,2020-02-21T05:45:00.000Z
618,42,2020-02-20T08:45:00.000Z
619,42,2020-02-20T09:30:00.000Z
620,42,2020-02-20T10:15:00.000Z
621,42,2020-02-20T15:30:00.000Z
622,42,2020-02-20T16:15:00.000Z
623,42,2020-02-20T19:15:00.000Z
624,42,2020-02-20T20:00:00.000Z
625,42,2020-02-20T22:15:00.000Z
626,42,2020-02-20T23:00:00.000Z
627,42,2020-02-21T00:30:00.000Z
628,42,2020-02-21T02:45:00.000Z
629,42,2020-02-21T03:30:00.000Z
630,42,2020-02-21T04:15:00.000Z
631,42,2020-02-21T05:45:00.000Z
632,42,2020-02-21T06:30:00.000Z
633,43,2020-02-20T11:45:00.000Z
634,43,2020-02-20T14:00:00.000Z
635,43,2020-02-20T14:45:00.000Z
636,43,2020-02-20T17:45:00.000Z
637,43,2020-02-20T20:00:00.000Z
638,43,2020-02-20T20:45:00.000Z
639,43,2020-02-20T21:30:00.000Z
640,43,2020-02-20T23:00:00.000Z
641,43,2020-02-21T00:30:00.000Z
642,43,2020-02-21T02:00:00.000Z
643,43,2020-02-21T03:30:00.000Z
644,43,2020-02-21T04:15:00.000Z
645,43,2020-02-21T05:00:00.000Z
646,43,2020-02-21T06:30:00.000Z
647,44,2020-02-20T08:45:00.000Z
648,44,2020-02-20T09:30:00.000Z
649,44,2020-02-20T10:15:00.000Z
650,44,2020-02-20T12:30:00.000Z
651,44,2020-02-20T13:15:00.000Z
652,44,2020-02-20T14:00:00.000Z
653,44,2020-02-20T15:30:00.000Z
654,44,2020-02-20T16:15:00.000Z
655,44,2020-02-21T00:30:00.000Z
656,44,2020-02-21T01:15:00.000Z
657,44,2020-02-21T03:30:00.000Z
658,44,2020-02-21T05:00:00.000Z
659,45,2020-02-20T08:45:00.000Z
660,45,2020-02-20T09:30:00.000Z
661,45,2020-02-20T10:15:00.000Z
662,45,2020-02-20T11:45:00.000Z
663,45,2020-02-20T14:45:00.000Z
664,45,2020-02-20T16:15:00.000Z
665,45,2020-02-20T19:15:00.000Z
